"Time","edge-server-cv-74d975f7cd-ssg2f Requests/2s","requests/30"
2022-04-15 18:12:30,0,0.414
2022-04-15 18:12:32,0,0.345
2022-04-15 18:12:34,0,0.276
2022-04-15 18:12:36,0,0.276
2022-04-15 18:12:38,0,0.276
2022-04-15 18:12:40,0,0.276
2022-04-15 18:12:42,1,0.276
2022-04-15 18:12:44,0,0.276
2022-04-15 18:12:46,1,0.276
2022-04-15 18:12:48,0,0.241
2022-04-15 18:12:50,1,0.207
2022-04-15 18:12:52,0,0.138
2022-04-15 18:12:54,0,0.138
2022-04-15 18:12:56,1,0.172
2022-04-15 18:12:58,0,0.172
2022-04-15 18:13:00,2,0.241
2022-04-15 18:13:02,0,0.241
2022-04-15 18:13:04,0,0.276
2022-04-15 18:13:06,1,0.345
2022-04-15 18:13:08,0,0.345
2022-04-15 18:13:10,0,0.379
2022-04-15 18:13:12,0,0.345
2022-04-15 18:13:14,0,0.310
2022-04-15 18:13:16,0,0.276
2022-04-15 18:13:18,0,0.276
2022-04-15 18:13:20,1,0.276
2022-04-15 18:13:22,2,0.345
2022-04-15 18:13:24,0,0.345
2022-04-15 18:13:26,2,0.379
2022-04-15 18:13:28,0,0.414
2022-04-15 18:13:30,0,0.414
2022-04-15 18:13:32,0,0.379
2022-04-15 18:13:34,0,0.345
2022-04-15 18:13:36,0,0.345
2022-04-15 18:13:38,0,0.310
2022-04-15 18:13:40,0,0.345
2022-04-15 18:13:42,0,0.345
2022-04-15 18:13:44,1,0.414
2022-04-15 18:13:46,0,0.414
2022-04-15 18:13:48,0,0.414
2022-04-15 18:13:50,1,0.414
2022-04-15 18:13:52,2,0.414
2022-04-15 18:13:54,1,0.448
2022-04-15 18:13:56,3,0.483
2022-04-15 18:13:58,0,0.414
2022-04-15 18:14:00,0,0.414
2022-04-15 18:14:02,1,0.448
2022-04-15 18:14:04,0,0.414
2022-04-15 18:14:06,0,0.414
2022-04-15 18:14:08,0,0.379
2022-04-15 18:14:10,0,0.379
2022-04-15 18:14:12,0,0.345
2022-04-15 18:14:14,0,0.345
2022-04-15 18:14:16,1,0.379
2022-04-15 18:14:18,1,0.414
2022-04-15 18:14:20,1,0.414
2022-04-15 18:14:22,1,0.379
2022-04-15 18:14:24,0,0.310
2022-04-15 18:14:26,1,0.276
2022-04-15 18:14:28,0,0.310
2022-04-15 18:14:30,0,0.379
2022-04-15 18:14:32,1,0.414
2022-04-15 18:14:34,0,0.414
2022-04-15 18:14:36,0,0.414
2022-04-15 18:14:38,0,0.448
2022-04-15 18:14:40,0,0.448
2022-04-15 18:14:42,0,0.414
2022-04-15 18:14:44,0,0.483
2022-04-15 18:14:46,1,0.517
2022-04-15 18:14:48,0,0.483
2022-04-15 18:14:50,0,0.517
2022-04-15 18:14:52,0,0.483
2022-04-15 18:14:54,0,0.448
2022-04-15 18:14:56,0,0.379
2022-04-15 18:14:58,1,0.379
2022-04-15 18:15:00,0,0.345
2022-04-15 18:15:02,0,0.310
2022-04-15 18:15:04,1,0.379
2022-04-15 18:15:06,0,0.345
2022-04-15 18:15:08,0,0.379
2022-04-15 18:15:10,2,0.517
2022-04-15 18:15:12,0,0.448
2022-04-15 18:15:14,0,0.414
2022-04-15 18:15:16,0,0.379
2022-04-15 18:15:18,1,0.379
2022-04-15 18:15:20,0,0.379
2022-04-15 18:15:22,0,0.414
2022-04-15 18:15:24,0,0.448
2022-04-15 18:15:26,1,0.448
2022-04-15 18:15:28,0,0.448
2022-04-15 18:15:30,1,0.517
2022-04-15 18:15:32,0,0.483
2022-04-15 18:15:34,0,0.448
2022-04-15 18:15:36,1,0.448
2022-04-15 18:15:38,0,0.414
2022-04-15 18:15:40,0,0.379
2022-04-15 18:15:42,0,0.379
2022-04-15 18:15:44,0,0.379
2022-04-15 18:15:46,0,0.379
2022-04-15 18:15:48,1,0.379
2022-04-15 18:15:50,0,0.345
2022-04-15 18:15:52,0,0.310
2022-04-15 18:15:54,0,0.310
2022-04-15 18:15:56,1,0.276
2022-04-15 18:15:58,1,0.310
2022-04-15 18:16:00,1,0.345
2022-04-15 18:16:02,0,0.379
2022-04-15 18:16:04,1,0.414
2022-04-15 18:16:06,0,0.345
2022-04-15 18:16:08,0,0.310
2022-04-15 18:16:10,0,0.379
2022-04-15 18:16:12,2,0.483
2022-04-15 18:16:14,2,0.586
2022-04-15 18:16:16,0,0.586
2022-04-15 18:16:18,0,0.552
2022-04-15 18:16:20,0,0.586
2022-04-15 18:16:22,0,0.586
2022-04-15 18:16:24,1,0.621
2022-04-15 18:16:26,0,0.552
2022-04-15 18:16:28,1,0.517
2022-04-15 18:16:30,1,0.483
2022-04-15 18:16:32,0,0.483
2022-04-15 18:16:34,2,0.517
2022-04-15 18:16:36,1,0.552
2022-04-15 18:16:38,0,0.483
2022-04-15 18:16:40,1,0.483
2022-04-15 18:16:42,0,0.379
2022-04-15 18:16:44,0,0.310
2022-04-15 18:16:46,0,0.310
2022-04-15 18:16:48,1,0.310
2022-04-15 18:16:50,0,0.310
2022-04-15 18:16:52,0,0.379
2022-04-15 18:16:54,3,0.483
2022-04-15 18:16:56,0,0.483
2022-04-15 18:16:58,0,0.448
2022-04-15 18:17:00,0,0.414
2022-04-15 18:17:02,4,0.552
2022-04-15 18:17:04,1,0.517
2022-04-15 18:17:06,0,0.517
2022-04-15 18:17:08,1,0.552
2022-04-15 18:17:10,0,0.517
2022-04-15 18:17:12,0,0.517
2022-04-15 18:17:14,0,0.552
2022-04-15 18:17:16,0,0.552
2022-04-15 18:17:18,0,0.517
2022-04-15 18:17:20,0,0.448
2022-04-15 18:17:22,0,0.414
2022-04-15 18:17:24,0,0.379
2022-04-15 18:17:26,2,0.448
2022-04-15 18:17:28,0,0.483
2022-04-15 18:17:30,1,0.517
2022-04-15 18:17:32,0,0.379
2022-04-15 18:17:34,0,0.310
2022-04-15 18:17:36,0,0.345
2022-04-15 18:17:38,0,0.310
2022-04-15 18:17:40,1,0.345
2022-04-15 18:17:42,0,0.310
2022-04-15 18:17:44,1,0.345
2022-04-15 18:17:46,1,0.414
2022-04-15 18:17:48,0,0.414
2022-04-15 18:17:50,0,0.414
2022-04-15 18:17:52,0,0.345
2022-04-15 18:17:54,0,0.379
2022-04-15 18:17:56,0,0.276
2022-04-15 18:17:58,0,0.310
2022-04-15 18:18:00,2,0.448
2022-04-15 18:18:02,0,0.448
2022-04-15 18:18:04,0,0.414
2022-04-15 18:18:06,0,0.379
2022-04-15 18:18:08,0,0.379
2022-04-15 18:18:10,2,0.414
2022-04-15 18:18:12,0,0.414
2022-04-15 18:18:14,0,0.379
2022-04-15 18:18:16,0,0.345
2022-04-15 18:18:18,0,0.379
2022-04-15 18:18:20,0,0.379
2022-04-15 18:18:22,1,0.379
2022-04-15 18:18:24,0,0.414
2022-04-15 18:18:26,1,0.414
2022-04-15 18:18:28,0,0.310
2022-04-15 18:18:30,0,0.241
2022-04-15 18:18:32,0,0.241
2022-04-15 18:18:34,1,0.310
2022-04-15 18:18:36,1,0.345
2022-04-15 18:18:38,1,0.379
2022-04-15 18:18:40,0,0.379
2022-04-15 18:18:42,0,0.345
2022-04-15 18:18:44,1,0.379
2022-04-15 18:18:46,1,0.379
2022-04-15 18:18:48,2,0.483
2022-04-15 18:18:50,0,0.483
2022-04-15 18:18:52,0,0.448
2022-04-15 18:18:54,1,0.517
2022-04-15 18:18:56,1,0.517
2022-04-15 18:18:58,1,0.552
2022-04-15 18:19:00,1,0.586
2022-04-15 18:19:02,0,0.552
2022-04-15 18:19:04,1,0.552
2022-04-15 18:19:06,0,0.552
2022-04-15 18:19:08,0,0.448
2022-04-15 18:19:10,0,0.483
2022-04-15 18:19:12,1,0.517
2022-04-15 18:19:14,0,0.586
2022-04-15 18:19:16,0,0.517
2022-04-15 18:19:18,1,0.483
2022-04-15 18:19:20,0,0.517
2022-04-15 18:19:22,0,0.483
2022-04-15 18:19:24,1,0.483
2022-04-15 18:19:26,0,0.448
2022-04-15 18:19:28,1.00,0.517
2022-04-15 18:19:30,1,0.552
2022-04-15 18:19:32,1,0.586
2022-04-15 18:19:34,1,0.621
2022-04-15 18:19:36,2,0.690
2022-04-15 18:19:38,2,0.724
2022-04-15 18:19:40,0,0.828
2022-04-15 18:19:42,1,0.759
2022-04-15 18:19:44,1,0.793
2022-04-15 18:19:46,0,0.828
2022-04-15 18:19:48,1,0.759
2022-04-15 18:19:50,0,0.759
2022-04-15 18:19:52,0,0.759
2022-04-15 18:19:54,1,0.759
2022-04-15 18:19:56,0,0.724
2022-04-15 18:19:58,0,0.655
2022-04-15 18:20:00,1,0.690
2022-04-15 18:20:02,0,0.586
2022-04-15 18:20:04,0,0.621
2022-04-15 18:20:06,0,0.621
2022-04-15 18:20:08,0,0.448
2022-04-15 18:20:10,0,0.517
2022-04-15 18:20:12,0,0.517
2022-04-15 18:20:14,0,0.448
2022-04-15 18:20:16,0,0.448
2022-04-15 18:20:18,0,0.414
2022-04-15 18:20:20,3,0.586
2022-04-15 18:20:22,1,0.621
2022-04-15 18:20:24,0,0.552
2022-04-15 18:20:26,1,0.586
2022-04-15 18:20:28,0,0.552
2022-04-15 18:20:30,1,0.552
2022-04-15 18:20:32,1,0.552
2022-04-15 18:20:34,0,0.483
2022-04-15 18:20:36,0,0.483
2022-04-15 18:20:38,0,0.379
2022-04-15 18:20:40,1,0.379
2022-04-15 18:20:42,0,0.379
2022-04-15 18:20:44,2,0.483
2022-04-15 18:20:46,0,0.483
2022-04-15 18:20:48,1,0.448
2022-04-15 18:20:50,0,0.345
2022-04-15 18:20:52,0,0.310
2022-04-15 18:20:54,0,0.345
2022-04-15 18:20:56,0,0.310
2022-04-15 18:20:58,0,0.310
2022-04-15 18:21:00,1,0.345
2022-04-15 18:21:02,0,0.345
2022-04-15 18:21:04,1,0.379
2022-04-15 18:21:06,2,0.448
2022-04-15 18:21:08,1,0.483
2022-04-15 18:21:10,0,0.483
2022-04-15 18:21:12,2,0.517
2022-04-15 18:21:14,1,0.483
2022-04-15 18:21:16,0,0.483
2022-04-15 18:21:18,1,0.483
2022-04-15 18:21:20,0,0.483
2022-04-15 18:21:22,0,0.483
2022-04-15 18:21:24,0,0.517
2022-04-15 18:21:26,1,0.552
2022-04-15 18:21:28,0,0.517
2022-04-15 18:21:30,1,0.517
2022-04-15 18:21:32,0,0.552
2022-04-15 18:21:34,0,0.552
2022-04-15 18:21:36,0,0.483
2022-04-15 18:21:38,0,0.448
2022-04-15 18:21:40,1,0.483
2022-04-15 18:21:42,0,0.414
2022-04-15 18:21:44,0,0.414
2022-04-15 18:21:46,0,0.414
2022-04-15 18:21:48,1,0.414
2022-04-15 18:21:50,0,0.379
2022-04-15 18:21:52,0,0.379
2022-04-15 18:21:54,1,0.483
2022-04-15 18:21:56,2,0.517
2022-04-15 18:21:58,0,0.517
2022-04-15 18:22:00,1,0.483
2022-04-15 18:22:02,1,0.483
2022-04-15 18:22:04,0,0.552
2022-04-15 18:22:06,1,0.586
2022-04-15 18:22:08,1,0.621
2022-04-15 18:22:10,1,0.621
2022-04-15 18:22:12,0,0.586
2022-04-15 18:22:14,0,0.586
2022-04-15 18:22:16,0,0.621
2022-04-15 18:22:18,1,0.690
2022-04-15 18:22:20,0,0.655
2022-04-15 18:22:22,0,0.621
2022-04-15 18:22:24,0,0.586
2022-04-15 18:22:26,0,0.483
2022-04-15 18:22:28,1,0.517
2022-04-15 18:22:30,1,0.517
2022-04-15 18:22:32,0,0.414
2022-04-15 18:22:34,1,0.448
2022-04-15 18:22:36,1,0.448
2022-04-15 18:22:38,0,0.414
2022-04-15 18:22:40,0,0.414
2022-04-15 18:22:42,0,0.448
2022-04-15 18:22:44,1,0.448
2022-04-15 18:22:46,0,0.448
2022-04-15 18:22:48,0,0.414
2022-04-15 18:22:50,1,0.448
2022-04-15 18:22:52,1,0.448
2022-04-15 18:22:54,1,0.483
2022-04-15 18:22:56,0,0.483
2022-04-15 18:22:58,0,0.483
2022-04-15 18:23:00,0,0.483
2022-04-15 18:23:02,0,0.448
2022-04-15 18:23:04,0,0.414
2022-04-15 18:23:06,0,0.379
2022-04-15 18:23:08,0,0.379
2022-04-15 18:23:10,0,0.345
2022-04-15 18:23:12,1,0.379
2022-04-15 18:23:14,0,0.276
2022-04-15 18:23:16,1,0.310
2022-04-15 18:23:18,1,0.345
2022-04-15 18:23:20,0,0.310
2022-04-15 18:23:22,0,0.310
2022-04-15 18:23:24,0,0.276
2022-04-15 18:23:26,0,0.241
2022-04-15 18:23:28,0,0.207
2022-04-15 18:23:30,0,0.241
2022-04-15 18:23:32,0,0.310
2022-04-15 18:23:34,0,0.310
2022-04-15 18:23:36,0,0.276
2022-04-15 18:23:38,0,0.276
2022-04-15 18:23:40,0,0.276
2022-04-15 18:23:42,0,0.241
2022-04-15 18:23:44,0,0.241
2022-04-15 18:23:46,0,0.207
2022-04-15 18:23:48,0,0.207
2022-04-15 18:23:50,0,0.172
2022-04-15 18:23:52,1,0.207
2022-04-15 18:23:54,0,0.207
2022-04-15 18:23:56,0,0.207
2022-04-15 18:23:58,0,0.172
2022-04-15 18:24:00,0,0.103
2022-04-15 18:24:02,1,0.172
2022-04-15 18:24:04,0,0.172
2022-04-15 18:24:06,0,0.172
2022-04-15 18:24:08,0,0.172
2022-04-15 18:24:10,0,0.172
2022-04-15 18:24:12,1,0.241
2022-04-15 18:24:14,0,0.310
2022-04-15 18:24:16,1,0.345
2022-04-15 18:24:18,2,0.414
2022-04-15 18:24:20,0,0.483
2022-04-15 18:24:22,0,0.448
2022-04-15 18:24:24,0,0.517
2022-04-15 18:24:26,2,0.586
2022-04-15 18:24:28,1,0.655
2022-04-15 18:24:30,1,0.655
2022-04-15 18:24:32,0,0.621
2022-04-15 18:24:34,1,0.655
2022-04-15 18:24:36,0,0.655
2022-04-15 18:24:38,2,0.724
2022-04-15 18:24:40,0,0.690
2022-04-15 18:24:42,1,0.586
2022-04-15 18:24:44,0,0.552
2022-04-15 18:24:46,1,0.552
2022-04-15 18:24:48,0,0.414
2022-04-15 18:24:50,0,0.414
2022-04-15 18:24:52,1,0.414
2022-04-15 18:24:54,1,0.517
2022-04-15 18:24:56,0,0.414
2022-04-15 18:24:58,0,0.379
2022-04-15 18:25:00,1,0.379
2022-04-15 18:25:02,1,0.483
2022-04-15 18:25:04,2,0.517
2022-04-15 18:25:06,0,0.517
2022-04-15 18:25:08,1,0.483
2022-04-15 18:25:10,1,0.517
2022-04-15 18:25:12,0,0.517
2022-04-15 18:25:14,0,0.517
2022-04-15 18:25:16,1,0.586
2022-04-15 18:25:18,0,0.621
2022-04-15 18:25:20,0,0.621
2022-04-15 18:25:22,0,0.517
